TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
RSRC1	96.9512	223.764	284.366	163.683	179.001	238.917	314.215	239.43	228.509	214.562	230.379	164.664	124.553	159.111	193.787	198.31	239.321	181.53	472.423	243.096	83.4603	243.729	122.372	169.675	191.896	141.107	299.935	251.915	259.879	294.145	199.124	145.195	49.974	137.339	135.744	336.852	191.872	208.121	304.113	126.127	100.013	187.144	89.9872	327.642	326.61	57.3209	61.4719	463.404	220.339	142.878	220.251	206.993	237.449	212.149	220.204	171.884	310.804	351.611	161.134	236.982	253.781	221.453	174.816	266.8	193.843	63.9432	169.71	293.735	312.434	297.915	232.993	280.904	195.76	179.413	340.443	196.895	228.651	239.589	279.823	210.824	196.38	253.131	260.286	324.386	292.478	110.062	200.28
THEM6	755.488	1113.27	844.411000000001	388.26	716.499	663.04	769.094	229.929	715.996	580.39	399.844	301.162	469.512	259.556	1158.12	835.927	813.176	797.193	388.361	635.079	259.166	416.887	517.729	812.481	594.649	849.981	873.814	594.043	353.485	730.588	393.636	854.436	1256.29	1021.85	1931.34	688.58	205.549	785.924	733.225	726.527	394.761	625.013	709.174	882.627	592.388	1113.4	1280.52	393.87	600.678	782.288	645.087	612.237	737.675	570.561	315.625	1023.04	387.44	250.653	642.049	311.193	468.188	383.094	332.324	471.964	327.473	2074.6	670.97	304.166	502.125	377.283	547.194	493.606	470.399	331.837	625.796	582.856	455.706	364.64	752.711	680.533	1407.57	473.614	576.598	684.713	489.5	648.323	435.224
POMP	2743.9	2083.91	2946	3060.77	2021.57	2660.96	1397.52	2892.16	2948.31	1435.42	1650.14	1830.8	2109.28	994.667	2706.89	2040.02	3131.24	1837.03	2213.01	1961.39	2435.72	1773.73	2005.81	2200.88	1223.81	1219.83	1587.52	1254.04	2534.33	1492.69	2117	2577.09	5539.48	2818.96	2096.96	1088.77	2987.5	3187.87	2675.32	1620.75	4121.71	2322.9	1369.39	1942.45	1468.12	2074.77	3052.81	1467.06	1724.07	2887.68	2052.3	2123.96	1990.05	1271.03	1563.45	2697.58	1081.43	2487.13	3914.96	1426.4	1741.39	2525.95	3823.45	1423.65	1385.95	1279.65	2286.84	2891.03	2058.45	2076.78	1912.41	928.815	1188.38	1326.97	840.993999999999	2329.74	2390.66	1976.79	2489.69	1331.58	2391.66	1103.31	1280.42	1668.79	1046.58	1969.07	1254.55
HIKESHI	872.561	600.406	892.372	627.938	835.007	460.238	640.713	646.556	737.214	516.022	734.479	540.936	599.48	464	656.014	416.63	783.839	644.636	476.607	490.256	393.691	658.983000000001	853.469	736.617	467.224	451.17	722.547	531.064	477.882	979.369999999999	397.409	743.202	1220.89	595.396	963.312000000001	566.699	627.198	734.192	937.229	889.028	934.515	448.265	647.162	932.776000000001	468.77	1438.01	1396.54	623.971	787.797	686.642	788.849	395.312	669.833	571.963	609.23	1292.38	658.861	666.916	915.081	544.895	1083.49	446.861	590.653	462.913	636.988	535.228	560.139	864.098000000001	520.191	624.587	773.384	563.086	529.127	1281.36	503.994	703.678	592.578	671.073	684.283	481.825	783.69	580.054	503.647	501.82	405.116	1033.94	686.625
CWC15	1196.34	1198.68	751.511	796.98	884.591	663.966	1134.42	986.698	874.32	1003.08	878.563	617.49	845.337	803.556	1004.73	766.563	1804.43	900.407	705.591	1023.37	578.182	926.235	1334.33	971.551	811.574	816.562	1182.59	917.872	619.932	1074.39	671.571	890.858000000001	1545.72	895.435	1647.8	875.24	664.713	783.139	1143.94	1305.67	1176.88	683.395	1007.58	1251.82	917.371	1622.43	1336.8	535.682	1464.41	1226.27	1046.42	571.712	1046.13	841.588999999999	841.667	1702.3	1038.32	940.446	1236.35	868.389	1125.01	778.052	868.023	880.569	781.182	699.428	992.759	1126.54	750.266	972.538	1068.88	715.686	652.917	1950.73	868.97	824.5	1003.59	731.909	1153.51	639.338	1528.62	784.437	811.497	1023.66	1177.55	1495.88	447.479
UFC1	3845.73	2278.21	2935.42	1844.36	3646.96	1929.85	3478.95	6793.82	2742.66	2884.25	5247.95	1875.58	2274.99	2505.78	3709.06	2042.24	2527.53	2568.13	1341.19	1886.4	1433.65	1281.37	4793.7	4407.87	1843.49	2665.8	3383.5	3383.4	2167.71	1894.28	1552.75	1709.86	3194.17	2955.52	3656.18	3125.72	2350.53	2676.52	2711.04	4595.36	2455.88	1812.26	3445.62	1978.75	2617.76	2710.9	3870.13	3021.96	3185.76	3176.38	2498.79	2230.43	2317.05	1307.01	2022.82	1679.86	2514.64	2508.52	2482.66	1957.36	1933.6	1406.33	2268.71	3527.88	1948.99	2434.58	1799.75	2365.32	2603.08	2037.1	1859.69	1464.62	1570.11	2087.19	1601.07	2367.22	1920.99	3281.39	3266.23	966.073999999999	1630.65	2031.75	2196.09	3123.29	1859.87	4036.96	2600.84
OSER1	869.512	851.5	963.746000000001	724.394	679.807	731.103	690.639	730.166000000001	738.847	704.836	627.88	391.438	551.825	648.889	789.467	449.089	883.17	640.561	560.289	634.71	781.342	678.913	680.108	656.674	562.034	528.036	506.823	685.532	665.503	602.616	804.04	730.896999999999	617.04	585.642	594.864	596.449	541.618	632.719	591.45	966.026	792.697	648.206	507.285	895.522	704.945	783.801	726.407	570.906	789.153	529.004	618.362	603.496	753.505	658.411	423.892	691.672	688.132	1067.26	1129.43	646.577	672.215	528.423	717.871	818.503	618.502	834.419	515.114	632.531	607.333	506.686	1060.37	674.766	613.764	658.353	970.544	604.111	597.765	600.474	606.69	574.313	563.54	601.968	465.714	501.365	501.718	662.784	624.65
SIRT7	989.634	906.159999999999	505.287	861.284	470.063	592.661	673.601	361.52	569.641	357.782	207.341	210.163	419.149	202.667	433.593	490.885	641.791	370.303	459.11	647.271	550.728	620.431	338.877	496.788	475.947	719.272	458.999	416.596	525.505	551.523	835.481	528.608	763.491	1050.72	500	382.438	297.773	1143.67	395.022	464.354	461.437	806.558	468.12	266.985	439.493	722.118	479.654	336.688	617.627	429.225	434.051	460.469	763.456	565.421	181.668	598.346	334.22	434.664	645.53	350.144	387.651	297.578	450.454	456.017	256.697	1214.13	401.449	436.847	362.912	467.577	710.884	314.578	368.489	1066.21	234.136	375.332	401.437	482.933	334.81	549.273	535.015	579.606	342.282	498.635	504.391	365.535	337.535
LUC7L3	3317.07	1993.38	3109.89	1691.39	1986.36	1289.5	2004.95	2382.9	1713.28	3000.11	3986.72	1372.92	1851.51	2265.78	1831.01	2170.74	7047.86	2244.45	1869.91	1938.86	2218.29	2488.91	3009.89	2976.65	1344.03	2341.63	1660.3	1846.38	1498.1	2669.75	1992.07	1278.7	1504.08	2939.52	1971.7	1791.75	2771	2265.85	2770.56	1892.84	1394.36	1758.27	2229.16	1440.96	1892.97	1639.88	1387.88	2241.99	1900.34	1500.81	1638.98	2766.39	1794.21	1019.63	2980.09	1246.9	2168.17	3790.63	2099.22	1576.88	1509.8	1843.3	1669.41	2013.71	2578.06	2594.04	1468.52	4601.29	1618.49	2835.37	1995.32	2265.98	3026.79	3422.9	2297.46	3512.8	1162.81	3586.32	1991.75	2255.65	1995.61	2486.14	2636.42	2150.59	1650.63	2881.7	1576.33
RTEL1	470.329	448.447	461.643	669.721	698.451	634.837	282.377	389.302	410.887	510.341	673.71	721.857	680.293	497.396	486.591	611.632	558.235	348.628	697.288	751.972	476.059	512.638	612.788	441.599	609.511	648.102	560.624	589.174	556.74	818.23	1060.72	924.538	469.943	406.953	467.07	396.372	1057.16	676.396	650.666	457.561	782.791	721.915	307.532	409.003	365.517	616.966	581.913	208.884	520.427	510.695	641.189	727.946	458.096	535.981	612.007	413.373	890.117	407.555	694.278	371.275	547.697	346.322	663.098	437.035	637.342	1237.08	507.239	703.858	519.809	571.485	476.429	593.811	599.088	563.325	968.611	687.3	531.117	476.586	569.452	710.424	650.444	751.892	772.466	448.449	430.225	715.822	506.558
CDK12	550.61	1354.97	725.831	985.506999999999	806.744	1197.82	1145.12	874.109	1020.67	960.165	1611.09	1188.76	980.721	1604.44	922.408	819.92	1071.54	929.38	1066.57	1048.49	1143.74	1142.52	589.898	982.156	960.995	970.293	1027.16	965.957	1318.69	871.453	1120.12	880.028999999999	452.542	1020.68	582.285	1384.36	1197.34	749.314	533.55	634.412	532.875	990.503	1082.18	806.209	1104.1	472.897	396.537	1284.54	853.559	680.148	821.104	939.213	847.58	1279.44	1100.41	597.165	635.977	1226.41	878.279	1202.95	997.942	1037.57	965.383	1147.37	924.848	745.214	798.174	1296.36	1258.24	1041.55	1210.46	1286.87	1147.5	1073.81	1007.56	1014.12	1189.94	1608.4	930.503	1209.61	492.595	1148.48	1131.6	935.851	1490.26	576.019	981.792999999999
CHIC1	269.512	229.743	342.9	192.425	304.45	282.903	199.703	431.829	269.858	425.906	326.045	245.552	319.506	274.667	311.901	269.008	368.502	313.264	374.287	226.84	193.276	349.911	291.811	333.639	513.112	327.887	286.42	542.128	269.322	187.183	199.543	159.961	203.366	413.968	318.134	206.334	202.423	158.777	285.173	233.83	125.413	236.329	319.385	679.164	298.308	469.782	192.208	386.551	349.152	349.52	243.751	266.587	297.151	235.047	304.003	295.334	547.632	455.552	265.075	481.755	280.984	259.021	247.512	451.707	316.909	352.082	409.32	178.16	161.53	209.346	234.269	462.489	329.337	245.552	237.148	298.14	126.895	304.555	737.437	296.85	284.878	300.537	248.03	416.288	546.774	340.631	231.793
CLIC5	14251.2	394.15	3978.1	1038.12	709.062	43.5236	6890.94	4156.29	1287.81	7055.34	102.694	103.998	5447.85	348.444	1023.14	2060.92	1097.27	7662.74	72.2708	970.906	4506.86	6158.24	4960.79	661.568	9440.43	5630.15	1932.16	3025.53	116.186	2385.63	179.421	467.085	2797.85	9876.32	1444.97	2642.99	22.6651	904.509	176.948	771.404	46.0378	1442.77	1308.78	5955.82	455.433	5980.06	130.736	5631.75	3552.54	1425.83	602.696	6203.02	588.874	5467.29	2102.33	431.187	88.8771	1058.81	3925.4	8070.11	5326.17	2815.13	322.371	1149.96	436.279	3348.73	3324.31	82.1957	278.427	1821.42	116.497	8320.97	764.039	4246.6	1074.7	156.062	124.102	6287.51	10034.5	762.52	1335.53	1987.48	427.196	1085.53	836.961	12404.9	92.0868
SETD4	310.976	352.728	339.879	290.829	405.603	276.884	370.48	381.473	142.546	340.081	433.424	267.218	384.49	219.556	558.354	268.119	373.649	343.142	208.444	209.476	293.209	377.028	395.357	555.114	293.911	325.288	621.183	353.192	250.026	358.132	325.305	230.343	516.398	263.363	265.723	310.94	243.845	304.023	430.736	446.876	233.893	262.321	404.709	199.164	266.753	507.788	365.368	161.482	389.152	340.664	293.515	338.896	384.894	181.308	341.316	363.851	377.328	346.14	307.348	264.863	323.937	249.629	246.214	359.9	437.335	985.988	286.209	365.5	330.5	340.474	380.102	381.074	401.308	346.281	381.331	394.35	258.978	308.686	321.369	286.349	504.297	270.572	289.466	262.966	237.113	482.024	282.563
RBM27	455.488	495.356	600.076	535.866	512.21	622.294	418.425	661.758	595.756	881.314	1034.36	691.878	625.474	870.221999999999	516.426	538.017	748.842	602.535	803.347	560.081	931.79	569.463	400.063	420.924	622.713	503.528	644.055	611.489	843.272	809.855	586.891	557.155	236.682	420.991	696.541	848.848	901.133	472.748	1031.39	291.934	409.049	497.051	674.671	614.209	682.173	277.259	405.195	905.307	358.644	452.841	538.648	389.75	787.879	439.72	895.495	340.224	852.581	736.542	476.439	514.145	835.078	838.359	710.082	830.14	640.685	198.934	737.406	641.71	1139.74	626.312	757.228	660.273	752.524	732.855	739.851	689.694	661.612	759.323	1042.92	689.014	638.874	698.569	773.855	697.452	941.963000000001	592.89	756.303
ZNHIT6	207.927	498.772	275.68	287.419	421.47	381.063	382.764	609.026	346.028	344.909	458.024	540.936	385.032	581.333	397.29	317.474	486.361	408.782	293.648	209.846	417.851	362.653	273.769	327.113	334.111	161.901	211.566	229.362	667.556	286.505	443.522	253.968	267.916	259.462	422.956	529.271	651.817	349.786	307.359	344.841	421.22	319.104	336.636	414.567	730.969	189.408	638.095	315.188	440	253.875	425.297	241.557	588.874	225.234	501.575	261.075	752.528	292.926	152.679	248.463	354.362	605.042	434.444	236.198	520.788	256.562	388.224	328.365	311.371	509.562	754.677	401.108	392.671	415.842	585.339	400.503	524.342	365.767	499.771	495.961	398.245	521.02	494.018	398.089	400.535	625.025	425.07
CWC25	428.659	416.355	398.414	431.616	467.088	433.846	496.483	460.808	396.627	429.124	520.89	329.328	380.158	343.111	426.435	335.705	487.391	424.174	490.681	381.269	980.11	425.055	338.093	474.763	417.923	412.551	388.304	427.66	407.677	331.869	542.035	381.937	304.008	367.538	299.266	428.503	404.455	444.097	453.463	415.226	337.082	353.494	535.26	349.612	453.481	494.704	233.766	383.806	438.644	229.077	360.788	359.158	385.346	326.168	397.59	350.856	201.703	502.301	232.252	467.815	343.266	504.202	390.74	432.742	373.953	246.3	330.29	1063.54	346.44	551.546	590.986	500	468.672	428.386	391.23	413.928	308.859	534.38	369.024	370.355	253.794	351.073	393.347	269.791	385.262	385.62	383.753
NCAPG2	200.61	655.066	305.136	549.507	380.811	859.822	282.12	561.52	588.683	248.356	1076.14	373.383	318.423	618.667	216.797	580.258	320.123	200.09	714.72	940.981	100.482	481.904	166.301	327.521	224.51	223.171	224.561	294.894	710.254	580.651	872.371	355.851	140.899	191.963	271.488	491.843	1610.79	364.908	859.307	407.195	714.38	546.236	446.672	417.91	414.118	163.863	551.515	428.637	488.814	163.542	447.414	708.383	304.839	509.813	406.154	370.349	911.123	431.183	228.77	558.016	711.588	195.749	388.576	592.649	267.788	355.24	778.338	514.87	704.57	816.679	644.558	645.78	530.279	467.917	1173.26	642.148	592.977	401.442	471.666	874.393999999999	322.911	668.157	526.7	398.544	324.551	286.805	997.198999999999
SSH3	1462.8	1432.26	1328.17	1099.01	1635.3	537.099	3984.55	1271.73	976.061	1479.94	524.014	567.658	2186.72	724.444	1393.84	1263.67	1693.77	1966.05	603.652	1566.82	565.553	2534.65	2092.88	2618.54	1577.26	1801.71	1388.43	1968.09	380.991	1154.62	1661.32	896.764	1516.57	1842.76	1923.48	3604.13	306.76	2066.48	1876.08	1789.86	620.188	1912.63	2142.44	1154.87	1193.88	2526.48	658.875	1146.39	1767.46	1539.19	879.161	2553.83	1618.27	1882.24	984.8	1444.18	850.985	942.933	2239.96	1817.14	1040.54	694.019	438.338	1540.03	1048.97	2120.39	1227.33	1186.2	925.08	1506.83	1293.37	1517.05	1150.95	3122.62	1794.75	818.906	1132.88	2019.6	1446.77	825.525	1121.23	2992.84	1603.73	1385.81	1413.9	1447.68	1123.6
FAM174C	1099.39	1032.56	1201.66	1286.57	1178.13	1208.01	783.358	560.095	902.067000000001	610.429	304.959	658.656	780.895	456	1353.44	1399.73	1986.1	1158.9	847.09	1424.59	678.115	775.293	1471.61	1017.23	1141.89	1196.44	1559.45	1114.89	948.373	1105.91	1320.09	1496.74	4415.06	1781.51	1374.74	696.257	869.48	2155.62	743.506	1359.52	1723.51	1180.45	1962.93	825.791	775.536999999999	2634.27	8283.12	827.539	1021.02	1365.02	1394.31	522.845	1592.04	742.056	522.372	1444.77	726.45	851.922	2527.42	650.266	985.056	751.854	713.544	823.244	594.734	3186.11	834.384	1151.57	709.883	549.82	536.565	493.18	409.368	1041.89	546.603	854.146000000001	743.815	687.221	1000.76	673.667	1159.26	885.51	553.545	501.82	555.174	1214.7	427.171
FBXO34	407.317	613.217	394.637	379.978	294.037	639.426	304.309	380.523	858.542	459.163	444.358	643.49	394.78	528.889	315.991	599.378	422.543	457.673	840.243	320.68	1074.55	477.003	408.692	276.129	526.386	436.688	267.706	420.425	487.735	894.851	557.965	519.749	195.037	569.645	454.927	536.468	610.004	405.895	367.424	416.643	371.478	400.28	369.74	467.104	449.577	279.128	121.212	548.948	405.424	465.24	387.052	479.539	401.176	500.935	651.436	294.743	354.444	645.531	485.888	857.729	677.226	420.168	575.508	418.087	647.552	260.509	331.549	418.489	642.933	479.08	390.731	531.969	643.704	532.916	459.663	482.73	521.947	370.649	313.426	797.658	555.86	389.982	521.155	476.342	457.426	274.754	713.585
GPATCH2	162.195	340.771	310.045	169.042	303.459	243.547	310.649	420.903	412.405	222.608	738.774	308.384	232.86	366.222	363.032	200.978	361.812	352.648	291.365	217.235	285.522	225.433	348.291	605.69	231.716	195.321	416.374	502.128	321.051	318.976	196.608	183.586	171.439	182.599	126.834	362.284	234.857	204.141	304.113	504.979	137.584	218.334	276.955	163.343	363.695	179.439	195.671	656.908	368.136	188.339	215.643	281.685	263.229	352.336	348.044	277.614	229.377	339.177	577.396	387.454	429.172	275.334	275.638	502.136	355.467	386.027	198.678	146.45	439.426	230.05	407.313	267.69	246.427	250.113	393.382	322.752	284.517	464.907	249.274	221.729	266.228	251.789	288.882	246.133	454.372	307.692	64.7759
NCBP3	509.756	309.171	313.444	501.279	524.111	296.794	546.409	485.036	566.921	524.068	1383.44	694.767	627.098	525.333	423.367	264.562	665.466	606.609	676.683	472.153	496.918	595.6	566.365	655.858	546.106	404.01	423.652	446.808	485.272	655.62	544.551	421.804	462.259	361.295	312.893	496.641	1073.86	396.743	724.026	337.283	379.415	339.898	421.961	336.716	384.515	518.38	229.437	319.305	401.356	250.332	313.328	667.064	376.753	720.093	738.294	500.295	445.982	577.894	789.755	548.995	760.269	517.054	553.44	304.73	727.307	434.182	443.01	506.943	776.302	548.095	356.718	500.853	775.554	412.041	632.683	563.837	684.357	395.058	397.739	588.449	329.493	332.29	738.839	295.268	573.883	713.396	801.821
BMP2K	172.561	465.037	218.278	575.813	252.882	298.646	551.956	247.506	272.035	152.339	146.037	512.047	634.68	508.444	204.525	542.908	86.9789	344.5	437.429	580.77	338.783	948.125	158.457	156.215	403.512	193.464	197.531	224.255	327.62	194.346	380.221	265.288	333.854	182.989	160.377	313.82	274.326	210.906	357.684	177.144	289.456	804.559	182.772	309.97	553.351	167.601	145.454	488.564	112.542	345.387	485.658	148.987	232.474	684.112	396.367	287.064	192.124	396.37	617.68	386.224	222.998	366.288	538.706	303.005	269.901	224.196	180.731	532.394	217.853	419.842	598.214	801.364	578.643	1143.76	310.746	257.866	407.821	422.472	151.52	852.181	1351.25	433.81	156.989	209.281	528.064	61.8598	603.291
PRPF40A	1642.68	2488.74	2534.37	1879.43	1636.79	2726.24	2645.67	2722.09	2220.35	1805	3193.28	1564.31	2085.45	1863.11	1698.58	1662.96	2215.13	2208.24	2435.15	1480.74	2332.5	2154.03	1514.75	2522.28	1716.44	1894.54	1733.59	1874.47	3273.74	2142.58	2765.51	1921.99	1196.6	2092.47	1276.21	3475.05	2664.32	1766.04	2281.39	1794.59	1363.14	2062.58	1518.59	1451.94	2113.21	1167.6	683.117	2514.18	2237.29	1976.68	1731.6	1744.93	1539.57	2398.6	2158.61	1262.85	2402.34	1682.96	2140.49	2223.04	2415.03	2926.84	2267.42	2928.77	1807.44	1499.9	1398.93	2508.85	2911.8	2072.75	2441.33	2244.25	2030.72	2246.46	2093.88	2452.8	2849.16	2616.7	2378.49	2466.48	1967.45	1936.94	1939.6	2097.36	2447.5	2003.62	2521.01
ZNF446	398.915	541.954	234.679	198.738	382.065	169.149	260.921	139.378	195.664	296.466	231.609	164.231	281.761	204.151	301.184	263.081	455.63	380.045	300.285	284.419	188.587	348.261	649.962	348.261	238.705	357.182	337.43	422.57	137.888	961.177	314.569	333.082	620.524	172.54	312.888	290.365	152.564	437.455	208.994	412.505	218.055	374.86	295.853	173.273	229.369	795.121	860.191	214.314	346.637	393.34	232.761	222.28	294.839	301.804	201.859	438.73	452.581	272.232	275.166	329.459	271.427	128.151	149.991	311.186	295.83	544.985	293.706	405.696	236.137	252.727	323.099	214.382	228.031	221.061	303.933	253.022	151.429	163.059	252.036	212.229	343.92	156.847	362.626	207.771	142.818	534.549	256.744
PPP4R3A	1176.22	1053.91	879.909000000001	1128.24	906.409000000001	1516.84	998.118	942.518	1033.19	1460.63	1902.38	1020.48	1200.58	936	849.802	1270.79	775.09	1456.77	903.005	792.094	2085.41	761.571	742.079	781.075000000001	1265.53	1269.59	574.919	777.872	1429.13	1607.77	1520.89	1363.36	999.478999999999	724.151	850.105	1056.14	2058.62	745.335	1379.33	836.593000000001	686.334	1010.9	935.773	762.269	989.915	963.863000000001	578.355	881.976	989.831	1403.99	822.025	852.205	861.149	1445.79	1258.83	582.989	1525.28	1555.14	1020.02	1430.5	1447.52	1858.63	1659.89	905.999	1148.27	723.11	961.903	1337.24	1400.64	1130.12	1078.23	1451.41	1573.56	1079.52	1196.93	1115.93	1387.47	954.224	769.818	1390.15	1402.82	838.104	1274	1095.09	1689.19	1328.78	1589.99
POLR3B	290.244	411.231	312.311	214.834	333.705	362.079	577.316	291.687	335.147	162.531	283.873	295.384	412.65	260.444	427.969	499.333	180.134	476.686	435.146	280.041	295.955	211.058	167.085	654.227	600.717	470.108	398.7	321.702	363.748	301.308	305.602	253.476	288.738	472.883	324.948	414.108	438.843	343.817	577.381	282.486	251.885	291.512	462.991	358.687	527.326	269.159	143.723	271.272	599.322	311.734	304.573	251.093	347.806	156.542	242.836	229.179	447.046	311.824	245.182	312.013	376.913	337.123	192.557	529.721	236.098	220.249	324.937	324.193	508.502	406.614	350.765	464.194	223.397	544.32	630.961	270.172	267.358	342.108	458.225	356.624	495.154	231.664	211.555	405.824	504.773	302.872	278.712
CMTR2	528.049	642.255	567.221	497.382	591.05	323.649	774.245	462.233	760.608999999999	587.9	552.128	362.55	565.363	381.333	557.842	394.842	471.951	663.649	340.434	593.701	512.293	508.694	167.085	820.23	665.188	680.654	304.613	326.808	503.336	213.924	225.953	416.39	241.541	681.233	286.688	555.662	778.429	314.37	645.563	576.309	336.023	328.301	1063.99	866.388	726.415	335.825	212.987	680.695	686.78	566.79	370.925	350.417	706.015	475.701	354.773	298.287	439.063	465.996	388.91	554.326	492.528	670.786	362.614	570.236	553.535	201.303	372.481	705.13	448.459	488.857	306.122	1033.67	729.493	605.137	491.513	483.848	297.686	346.99	625.63	698.708	627.537	612.701	265.83	732.484	921.344	393.653	713.585
BRK1	4981.71	2765.88	3783.61	3700.89	2409.82	3632.83	2014.46	2186.7	3310.66	3033.37	2171.42	3060.01	2478.07	2531.56	3924.33	2968.43	1961.91	2706.2	3001.14	2403.99	2759.13	2601.95	3768.44	1540.12	2838.61	3138.88	2654.71	2336.6	2640.25	2393.75	3887.73	3153.44	4724.62	3394.07	4094.34	1972.65	2403.67	3289.74	3395.56	4590.16	4730.78	2635.21	2311.23	2435.82	2642.81	4170.09	11715.2	2326.17	4091.53	3022.88	3701.42	2417.96	1636.36	1345.33	2758.66	4449.5	3808.94	3343.04	3960.21	2416.97	3874.36	2616.41	3520.55	3100.74	2704.29	1680.68	2729.85	3051.25	2226.35	3436.38	2572.28	2054.99	2217.27	1864.07	3219.36	3332.68	3156.03	2460.1	3553.99	2366.72	2754.07	1455.28	2697.11	2777.07	2205.42	4549.51	2138.66
UNC45A	2940.85	2499.41	3067.98	1762.03	2353.29	1352.47	2428.13	1747.74	2150.16	1550.21	1743.07	2051.08	2046.46	1639.11	2453.79	2031.57	3190.43	2421.46	2590.34	1818.05	1286.5	2232.77	2286.64	3163.05	2046.38	2043.82	1657.7	2134.89	1986.25	2052.33	3206.52	1723.15	3340.62	2171.67	1967.51	3621.88	1901.13	2744.57	3699.68	4630.78	2516.21	2052.18	2789.14	1869.37	2390.7	2998.75	1933.33	2002.29	3100.34	1538.6	2161.04	3936.83	3086.84	2514.95	1983.06	2720.02	1824.91	2333.96	2326	1755.64	2168.41	1271.38	1954.13	2271.46	2443.9	1328.6	2506.3	2259.76	2120.09	1809.92	1788.69	1621.48	2288.09	3387.17	2709.78	2023.77	2313.65	1948.63	1967.31	1667.21	1823	3047.85	2575.72	1778.43	2124.09	3015.87	2439.43
ERBIN	1193.9	1765.77	1625	1496.53	1551.01	2458.62	1538.19	1423.28	1397.17	1648.91	2524.4	1735.47	1796.82	2336	1304.36	1872.83	1119.4	1456.32	4353.75	1737.51	1454.52	1939.7	1454.35	2087.9	1625.8	1460.45	1575.57	1801.28	2402.96	1996.94	1510.82	1516.92	561.513	1439.33	1132.08	1848.37	1719.81	986.882	1460.5	778.017	1298.06	1620.71	1460.31	1768.12	1594.66	662.305	310.822	2479.87	791.186	1617.12	1394.77	1745.73	1319.76	1182.71	2784.97	871.235	2058.54	1981.35	1277.14	2210.33	2265.77	1881.86	2072.7	1695.62	1950.58	1463.59	1418.45	1666.03	3019.66	1405.03	1560.37	2283.89	2071.6	1871.29	2082.26	2240.81	2084.6	1979.8	2552.62	1891.36	1521.3	2126.12	2147.36	2230.21	2745.7	1320.75	1950.63
