TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-N8-A4PO-01	TCGA-N8-A4PP-01	TCGA-N8-A4PQ-01	TCGA-N8-A56S-01	TCGA-N9-A4PZ-01	TCGA-N9-A4Q1-01	TCGA-N9-A4Q3-01	TCGA-N9-A4Q4-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q8-01	TCGA-NA-A4QV-01	TCGA-NA-A4QW-01	TCGA-NA-A4QX-01	TCGA-NA-A4QY-01	TCGA-NA-A4R0-01	TCGA-NA-A4R1-01	TCGA-NA-A5I1-01	TCGA-ND-A4W6-01	TCGA-ND-A4WA-01	TCGA-ND-A4WC-01	TCGA-ND-A4WF-01	TCGA-NF-A4WU-01	TCGA-NF-A4WX-01	TCGA-NF-A4X2-01	TCGA-NF-A5CP-01	TCGA-NG-A4VU-01	TCGA-NG-A4VW-01	TCGA-QM-A5NM-01	TCGA-QN-A5NN-01
HSPB6	10213.3	7335.14	1144.57	110.761	3985.63	3089.19	2171.3	586.073	4799.42	131.107	1458.29	508.442	11046.9	2257.45	48.7	91.8744	656.25	465.972	2385.23	234.265	55.2007	18631.8	2231.2	272.486	4703.3	1648.49	3549.39	1196.2	2185.27	5077.22	3032.62	5153.84	1206.74	6650.59	1442.46	10507.8	205.638	428.768	565.473	2466.05	9768.75	4166.67	1007.49	28.2969	9282.8	5041.99	3107.65	161.174	1078.29	448.691	2240.49	419.639	101.133	13003.1	272.4	772.727	479.867
ZNF786	105.226	341.408	253.201	191.945	220.287	288.411	386.113	230.104	351.012	177.504	182.34	111.306	144.332	210.316	432.109	234.534	229.885	245.782	397.746	378.324	232.208	62.9225	231.455	258.308	244.712	264.593	312.627	309.619	177.859	201.638	96.5826	253.695	322.538	105.386	162.622	221.522	194.871	125.637	231.532	199.299	168.991	259.714	266.386	1380.21	131.213	95.6072	366.33	211.287	234.39	225.338	589.041	236.473	218.447	124.614	233.679	305.195	190.431
SREK1	1248.33	771.709	1225.11	642.543	980.844999999999	750	934.601	1480.54	1440.21	771.88	874.296	854.248	839.793	1374.83	1498.56	1041.55	1202.59	1479.11	1382.72	1209.02	1347.17	849.194	520.146	425.343	1610.99	1035.36	917.515	2119.82	1301.95	1396.65	788.628	1795.22	1389.97	775.176	1461.3	787.803	738.035	1256.79	1496.05	1321.94	1595.71	1598.16	1433.05	1375.15	880.716	872.738999999999	1038.19	1146.28	904.419	1553.54	1760.02	821.242	1109.63	988.157	1295.36	903.778	988.631
CWF19L2	439.846	190.974	172.656	159.22	250.762	152.344	454.556	148.356	189.007	298.77	371.055	165.879	199.031	178.302	207.181	211.45	265.445	348.155	278.798	232.469	214.416	148.206	255.554	197.607	364.499	213.038	359.471	538.712	250.268	585.803	329.471	292.401	83.4073	376.581	196.616	300.964	303.612	137.864	294.272	346.036	458.46	261.759	253.745	127.97	117.296	237.726	275.517	266.366	188.761	280.432	322.679	186.774	262.541	262.616	182.35	234.357	276.646
SPINDOC	2077.52	1537.07	1372.99	1457.52	1340.88	2371.09	1515.19	1318.34	2512.05	1234.45	2449.9	2811.29	1718.2	1397.07	821.296	827.793	714.44	1422.18	881.052	985.078	1387.77	899.116	1518.76	699.158	1009.29	1915.21	1636.97	2114.59	1444.31	1254.68	1139.13	2106.97	401.952	1382.67	1688.69	1975.87	1146.62	1119.77	1477.03	993.868	1227.01	1127.81	1155.43	824.834	2031.31	810.723	1005.48	897.968	1934.68	1024.44	2660.58	1834.47	653.722	880.535	969.383	1254.43	746.566
E2F7	207.997	187.554	322.594	179.358	60.5137	76.1719	248.283	604.671	74.7348	439.719	169.589	282.048	336.009	129.391	255.881	142.198	312.141	349.037	398.998	282.284	177.464	109.204	71.2941	19.4949	91.3224	182.361	112.525	330.555	401.764	211.779	269.497	194.794	122.449	200.937	78.0952	361.055	36.6057	121.843	168.792	192.291	242.571	80.7771	92.2285	862.422	207.256	72.9974	122.751	359.819	234.39	36.2328	202.435	412.826	75.2427	96.2925	480.865	119.835	65.8456
RUNDC1	606.103	342.385	382.9	375.708	793.208	220.703	286.045	599.048	537.609	298.77	389.332	279.346	270.738	407.737	263.723	554.478	881.466	385.221	614.775	400.314	301.095	198.128	246.517	390.784	633.327	631.87	319.246	502.074	465.386	613.105	305.326	279.359	438.332	284.309	444.224	167.542	526.476	493.273	408.015	469.12	209.42	462.168	377.809	373.773	553.181	515.504	1073.98	586.907	270.893	653.679	506.849	276.152	495.146	260.556	577.217	256.198	292.279
TLCD4	371.68	149.458	160.677	96.287	221.593	379.557	112.341	221.67	378.414	586.242	791.219	44.3064	353.476	221.432	501.098	138.042	226.638	195.845	140.058	114.44	10.4927	586.583	13.5559	274.258	929.84	145.471	48.3707	354.491	269.013	118.175	568.463	293.71	179.681	162.529	61.098	142.079	39.8356	585.225	207.444	666.325	347.455	93.5583	556.69	262.557	190.855	272.61	140.452	653.011	947.646	295.605	156.773	150.645	130.663	105.391	535.164	303.424	77.2146
ADAL	265.521	213.929	133.003	112.02	129.299	179.036	257.723	171.713	192.864	184.886	93.9326	385.249	137.897	407.737	203.054	156.971	260.058	90.4585	221.202	184.45	115.876	238.169	173.717	81.9672	299.269	122.284	121.69	260.901	80.1419	90.8736	256.645	246.122	129.548	248.712	151.597	290.779	279.926	91.4875	361.465	227.77	394.987	69.5297	220.974	127.125	89.9602	203.488	265.127	183.296	159.942	100.261	218.163	91.3828	158.576	362.513	205.763	265.643	99.0052
SDE2	707.12	513.333	739.777	397.105	290.379	427.734	413.962	890.138	675.988	528.998	826.692	430.636	338.307	519.787	1385.47	754.848000000001	658.764	380.808	561.352	934.365	405.566	639.626	169.198	164.821	443.171	674.478	261.711	708.62	671.716	600.624	484.081	935.684	577.64	819.672	455.709	417.072	324.606	638.304	641.166	1096.8	739.438	661.554	630.15	845.529	442.843	251.292	566.811	413.995	494.717	1527.73	478.437	501.403	761.731000000001	951.081	1183.25	285.124	243.487
ZNF584	150.123	227.117	420.487	231.592	312.582	123.698	179.84	123.27	217.454	177.153	130.061	345.265	133.76	287.683	205.943	129.27	282.687	244.9	260.851	297.094	466.241	130.005	548.262	134.249	349.476	246.272	166.497	194.065	185.24	185.647	250.803	133.789	262.644	118.97	278.846	193.004	248.703	473.036	158.672	456.855	222.761	381.391	205.993	386.865	390.159	441.214	314.767	226.185	250.24	269.512	263.318	269.74	139.159	192.585	300.765	399.646	397.916
RSBN1L	257.98	418.32	322.734	165.079	172.856	139.837	430.36	324.061	225.593	337.533	427.793	129.185	153.364	225.958	298.617	285.254	571.333	250.588	395.313	380.806	244.069	219.054	153.594	164.772	283.87	255.761	163.59	356.327	453.428	527.66	243.182	454.834	428.647	339.579	171.447	360.204	191.308	355.777	444.238	494.958	346.254	220.532	408.034	703.098	422.45	130.284	460.24	311.792	303.305	229.22	317.514	470.341	431.343	242.925	578.028	477.19	187.759
KCTD20	1448.61	1023.73	1072.28	1182.5	893.339	705.729	2461.59	1957.61	700.579	2891.04	2331.31	1007.7	837.034	730.992	1636.4	1628.35	950.072	1438.95	1872.7	1058.68	591.241	1147.69	458.391	228.622	1619.69	2310.18	546.334	3378.83	1780.35	1645.87	1312.04	1357.25	681.011	1669.79	1107.11	1235.43	952.286	623.97	4689.74	1918.97	2008.09	2295.5	1708.8	3610.6	1289.76	837.209	1703.9	641.083	1178.19	890.433	1894.98	1598.8	1044.9	1718.85	1208.91	262.101	1617.72
PHYHD1	223.781	221.256	103.263	417.243	362.212	83.3333	362.512	9.5156	478.785	11.2478	166.189	158.855	191.217	431.303	10.7305	128.809	545.618	298.292	194.491	27.8245	274.635	65.5226	135.057	8.4183	498.913	352.365	627.8	169.908	102.638	200.468	232.889	218.775	46.1402	78.6885	45.479	76.3868	22.6094	490.322	85.8126	93.2983	99.8585	21.4724	256.086	4.6458	260.934	181.524	283.983	119.639	155.139	228.812	321.157	2.004	538.026	207.003	909.5	34.2385	81.0043
TAB3	329.007	228.094	595.209	680.302	544.623	253.255	203.441	943.772	648.505	981.019	291.999	150.209	650.414	1113.38	734.626000000001	423.823	620.331	452.293	412.771	437.563	266.423	288.611	317.811	185.202	244.712	396.677	273.931	945.766	327.598	379.095	391.783	648.752	356.255	442.155	508.078	489.385	231.477	382.814	437.968	787.122	244.188	701.432	643.727	452.328	497.515	165.375	397.499	471.332	240.634	725.648	488.077	619.639	361.651	630.793	404.773	298.701	461.393
MKX	471.413	547.522	125.981	74.8899	65.7379	584.635	885.039	584.343	373.192	672.056	4245.24	5363.77	1200.62	15.5625	170.037	43.398	82.2557	104.138	98.9149	107.708	201.186	554.342	13.0538	2.2153	1376.95	1077.12	26.9857	156.219	134.976	2073.32	2680.56	182.593	457.409	110.07	82.2297	911.04	23.1477	6.7456	4563.85	140.605	299.575	86.9121	196.161	2807.73	357.356	312.661	7.696	100.677	5320.36	40.6998	33.9929	247.695	33.1715	103.501	111.661	32.4675	288.015
MAMSTR	916.871	2288.26	384.965	704.846	368.307	40.3646	619.764	57.9585	180.81	123.374	114.334	123.734	321.76	446.421	52.0017	21.699	41.6667	912.528	59.6828	31.4148	155.566	1874.67	917.786	154.63	32.0221	128.249	516.293	614.406	370.129	643.916	887.158	288.615	92.724	1493.68	50.5322	872.337	20.9944	117.627	604.331	828.734	476.248	141.104	63.6704	238.201	487.575	613.049	533.333	11.7381	314.121	273.483	270.928	186.774	194.579	1469.1	230.527	322.314	171.483
ZNF621	258.506	274.005	308.55	213.342	231.606	405.599	447.948	357.266	276.278	486.467	541.069	207.483	581.006	461.538	333.884	486.611	609.555	417.433	455.342	871.985	348.54	273.011	207.355	164.821	641.233	316.574	247.454	628.095	431.642	335.803	279.622	638.234	885.093	177.518	649.109	328.973	265.391	320.417	445.659	351.73	684.86	293.456	622.191	306.198	759.443	340.439	660.317	435.666	388.088	518.178	405.378	396.393	405.34	306.385	762.72	230.815	459.498
CYP4V2	175.728	66.914	356.464	185.651	210.274	332.682	498.926	287.63	505.304	298.067	388.057	1526.41	385.652	107.603	340.9	235.457	288.434	212.246	266.277	274.655	634.58	159.126	66.7754	939.743	430.915	462.292	38.6965	196.884	127.594	183.697	240.288	130.844	127.329	314.754	500.728	106.942	263.776	226.821	500.304	114.761	227.208	262.27	547.285	51.1034	326.541	195.736	481.385	335.892	174.832	594.615	184.678	308.617	181.23	314.624	251.238	416.765	82.8991
SMTNL2	1847.77	2500.73	399.422	44.0529	742.273	149.089	60.8907	62.7163	169.238	97.0123	291.149	72.4031	293.261	420.187	47.4618	168.052	84.7701	134.143	477.045	328.06	19.1606	1333.85	631.605	12.4058	22.5341	250.107	331.976	182.389	57.9975	216.069	251.582	594.9	181.012	715.222	29.8599	433.368	1920.72	19.3937	71.2406	958.826	124.116	443.252	166.667	30.831	366.302	661.499	17.7008	29.7968	117.195	233.776	460.173	6.4128	400.89	1652.42	146.781	118.654	44.055
TMEM179B	1055.77	601.737	1034.28	890.497	1085.33	1477.21	883.623	472.318	1565.09	1206.33	922.75	704.579	761.191	1116.94	575.733	711.911	1158.41	1542.65	985.392	431.729	1525.09	609.984	1327.48	2705.36	1872.31	656.583	1643.08	487.176	920.578	894.306	1162.5	1159.51	385.093	541.452	969.759	1777.78	1846.97	1077.61	744.384	576.872	764.1	1059.3	697.097	716.292	785.785	1605.3	953.92	781.941	1943.32	1033.38	1314.56	950.701000000001	908.576	484.552	854.12	1639.32	914.259
ZBTB8A	400.912	271.177	228.418	267.325	332.608	292.969	287.923	335.64	357.522	424.369	289.449	333.378	280.39	371.276	256.294	215.143	358.836	382.278	366.861	535.846	480.383	320.853	168.585	432.844	219.411	293.14	268.839	350.687	536.023	171.607	325.966	263.372	155.524	516.159	311.921	292.816	61.3684	283.493	404.165	560.228	631.494	251.534	400.281	472.672	438.544	308.139	243.948	371.106	354.279	322.621	337.899	285.371	325.785	258.496	479.964	521.783	184.102
PHLDB3	170.817	152.388	280.876	176.212	422.725	535.807	176.536	86.9377	192.864	136.38	197.216	323.112	252.351	449.089	305.406	161.588	251.796	278.877	176.962	103.22	389.142	141.966	664.742	310.589	346.709	389.007	434.318	102.669	160.635	127.925	255.087	375.704	281.721	196.721	179.619	251.567	347.754	228.508	173.649	144.547	105.519	278.119	94.1011	558.336	299.205	514.212	321.693	134.537	216.138	444.72	367.326	150.701	273.463	101.442	217.019	369.54	627.191
GTF2H2C	359.523	431.766	422.553	417.873	334.784	272.786	316.726	576.557	202.507	523.726	267.347	256.653	151.227	883.948	318.613	403.509	590.876	311.089	358.932	223.494	704.38	359.334	336.89	362.871	663.768	240.733	315.173	481.54	215.821	224.259	135.138	278.938	522.183	629.977	483.272	301.473	368.21	544.709	406.396	162.067	675.965	410.02	202.247	254.672	111.829	174.419	225.493	400.903	241.595	228.316	226.281	460.922	264.159	364.573	1094.55	361.865	633.823
CDK11A	793.669	764.7	643.42	854.437	583.187	1281.25	332.416	487.824	605.386	701.227	363.281	1302.21	435.57	681.61	402.431	404.464	314.371	322.774	709.169	713.883	580.31	782.444	1223.82	841.134	607.468	548.347	795.83	1152.88	468.985	456.7	344.204	800.759	796.69	435.363	639.053	293.804	294.277	360.245	1512.44	730.184	566.61	789.647	2294.28	1003.18	708.131	790.213	743.468999999999	661.458	319.438	713.999	689.183	797.335	446.78	353.141	349.554	610.059	469.64
