TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KO-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01
RBM6	2111.61	1509.16	1082.78	2553.06	1320.58	947.453	1157.81	992.644	1079.99	610.569	1344.31	1474.15	895.385	783.96	679.296	1298.04	918.786	1051.18	802.913	1064.34	1358.93	571.897	1220.67	1060.54	1607.53	1024.98	1220.28	999.846	2089.37	825.746	873.888	2164.09	771.787	1229.22	1242.03	1065.21	1244.37	1323.22	899.855	833.004	867.385	1238.92	1286.02	837.513	769.143	3151.22	1070.79	1495.76	2108.26	647.633	1824.78	1467.53	1082.04	1870.97	921.916999999999	825.863	1557.11	4067.84	1183.95	1895.19	892.852	990.344999999999	2878.24	1560.96	869.878	2184.28	1640.56	854.957	1323.01	596.307	1590.82	712.087	947.239	614.887	1911.41	1753.06	1622.05	582.406
ALYREF	514.409	538.72	490.594	523.625	554.945	795.026	2376.3	566.067	1206.66	1967.25	586.514	811.286	1776.02	547.157	954.991	491.212	1094.15	483.6	525.253	1222.84	827.69	2208.17	1008.86	508.451	573.807	532.986	407.061	403.686	642.128	741.155	358.69	843.023	612.792	1055.5	373.868	676.244	1015.62	2655.73	413.643	628.848	665.886	1357.42	1134.74	1360.59	606.453	791.587	999.668	1997.58	328.125	428.445	495.904	299.065	490.822	112.903	446.318	592.144	1703.53	470.828	503.1	555.568	451.983	564.812	516.949	338.567	553.504	383.815	975.493000000001	472.934	436.82	351.686	834.184	523.945	419.241	495.146	497.814	388.38	632.856	599.038
DDX39A	1422.19	1911.29	920.16	2716.5	1395.47	3405.54	1621.22	2128.62	1883.72	1524.34	1523.54	763.35	2713.24	1108.99	3324.47	945.421	2493.08	2133.49	630.021	3634.91	870.343	2028.99	820.942	542.254	2201.63	553.832	1044.65	408.951	1243.39	1168.38	360.034	1067.12	816.503999999999	2422.8	1335.06	783.815	4506.66	705.199	1359.94	3717.68	1396.44	1895.95	835.732	783.648	1619.01	2137.67	3757.83	2551.52	1597.1	1100.9	724.741	2300.93	1151.64	1026.88	688.554	866.768	3719.81	2799.19	1815.59	2652.71	698.814	4886.48	761.017	623.897	1396.37	1449.71	695.819	997.878000000001	389.958	1306.45	992.347	1179.02	1126.71	690.707	1184.88	401.64	846.196	2308.74
SRRM1	1551.87	1661.25	1273.29	2131.68	1001.47	921.781	1208.45	988.663	1376.85	1698.56	1027.35	919.296	684.389	994.304	1274.75	894.542	1522.98	905.416	1072.59	1118.53	1113.85	1140.1	836.469	1060.56	1180.17	1087.29	1124.61	1365.07	1045.57	1221.67	1222.5	861.521999999999	793.317	895.703	974.127	1208.5	758.383	1060.07	1046.44	1117.41	1365.51	1055.88	1133.25	1323.56	1318.75	1007.65	1580.52	1403.03	736.607	1224.33	1135.99	1130.84	2059.06	1338.71	819.876	1193.61	1103.12	1268.66	1228.84	684.791	818.756	1247.92	1101.69	966.651999999999	886.087	1156.07	1268.14	1003.61	1256.9	1022.53	1358.84	1426.45	1143.14	812.298	1151.16	1534.68	934.949999999999	2121.09
SF3B4	2356.87	2007.11	1337.88	2074.36	1123.86	3691.14	2009.12	1235.15	1170.19	8205.86	1487.28	674.757	1718.89	1002.03	1290.34	1222.94	1292.28	2216.63	832.511	2260.34	1655.92	1914.36	992.933	770.423	1819.46	820.561	898.235	867.924	1772.01	1691	796.641	2129.49	1247.11	1892.46	967.659	928.924	2259.53	1824.33	1134.98	2509.23	1028.12	1241.81	828.256	1980.33	835.426	2166.83	1719.98	1524.24	2225.45	1010.11	1327.14	1489.72	1190.34	1801.08	1308.78	823.872	2086.84	5036.64	2088.05	2176.77	948.424	1323.94	1120.34	2670.26	1492.42	1677.46	621.816	956.887	933.054	777.909	864.796	873.432	846.695	977.809	1139.29	1116.29	1604.19	1300.72
BCAS2	793.823	452.923	810.837	452.091	633.866	578.985	677.281	778.116	1028.99	502.631	944.262	707.913	548.846	728.032	1293.09	789.676	735.993	362.365	854.865	553.733	654.091	762.038	781.013	723.915	392.283	656.018	748.068	654.462	432.307	638.661	524.554	350.883	561.16	787.061	880.388	696.34	527.827	1118.3	716.488	410.488	784.307	832.909	838.101	1364.59	887.474	368.815	844.109	955.885	524.498	755.183	746.275	394.392	626.289	311.613	585.244	791.649	395.902	523.745	630.726	396.196	788.989	656.225	550.847	274.276	818.688	468.104	619.712	665.286	658.385	812.102	874.014	670.331	482.835	629.713	629.962	647.869	455.413	968.424000000001
SF3A1	1330.93	1971.65	1646.51	795.507	1863.77	1071.4	1899.29	965.789	1616.23	2497.05	872.735	1126.21	1310.52	1183.88	2213.61	918.594	2117.24	1276.13	1538.17	1962.03	1874.55	2002.63	1311.83	1110.79	2050.28	1927.71	1656.77	1744.61	760.174999999999	2254.73	2708.26	2049.12	1836.72	835.206	1355.69	2175.99	1217.27	2420.99	957.91	1507.42	1343.92	2234.1	1265.56	2566.13	1527.72	1091.78	1978.87	2198.74	1061.38	2422.39	1679.41	824.299	2538.68	1064.52	1199.65	1680.37	1532.54	1301.22	1914.61	1082.92	1431.8	1760.88	1347.41	2204.28	1131	981.503	1802.95	2151.31	2482.01	1404.7	1050.91	1774.8	1631.95	1856.65	1261.71	2106.21	1942.61	3871.26
BPNT1	586.455	994.094000000001	473.411	254.841	971.852	1504.21	526.316	789.434	530.655	553.414	678.753	566.748	1170.25	440.197	854.494	435.708	601.071	144.165	442.565	1061.64	654.917	1481.77	513.984	558.685	458.38	522.089	1238.84	419.482	271.12	847.739	482.284	504.757	585.465	1515.87	776.197	746.277	875.976	574.457	348.331	1023.31	448.922	573.218	376.752	861.936	579.452	1155.83	687.548	1264.24	342.634	466.04	481.704	392.523	727.454	155.914	464.951	400.047	613.976	305.292	919.479	446.366	697.425	263.277	303.39	568.267	761.219	557.225	529.553	364.067	648.536	1076.74	451.531	273.66	478.295	445.677	583.385	803.978	486.218	1076.18
CD2BP2	2087.42	1465.98	4078.21	4805.58	1730.22	3052.95	2219.23	2669.52	3067.12	1083.66	2745.55	2249.39	2420.81	3550.54	3084.78	2711.38	3404.73	3479.02	1426.36	1962.93	1991.21	2696.53	3304.87	2300.94	2947.84	2266.49	2139.15	2814.39	4455.98	2094.94	2091.02	2912.26	2890.06	2344.2	2996.12	2413.07	3832.8	2871.78	3587.81	2573	2648.55	2337.19	4528.5	2861.94	3613.88	2398.66	2264.97	2130.91	2660.71	2277	3492.08	3448.6	2891.46	2026.88	3134.87	3411.59	3474.9	2312.08	2656.96	3172.34	1537.48	1872.14	1179.66	1778.38	2947.62	1476.3	1948.1	3197.26	2600	2767.41	2969.39	3307.87	4907.31	3488.67	3268.58	1174.91	1981.26	2256.62
RBM14	968.05	880.516	779.061	1408.65	787.34	1046.72	1034.96	1093.16	737.32	1653	1008.89	671.644	1314.72	813.565	995.846	666.846	1252.77	934.949999999999	713.324	948.565	922.164	863.649	850.013	870.211	1293.24	738.5	776.137	837.091	1225.32	923.842	884.971	1208.74	902.204	981.784	690.543	991.574	931.695	825.038	804.528	1066.68	1076.27	922.736	874.917	788.87	716.949	1095.21	1259.88	1237.26	709.922	505.92	867.024	738.036999999999	1063.41	607.527	732.493	815.186	1043.93	1295.9	995.885	1198.71	815.38	841.254	836.136	1045.86	718.259	1024.49	847.886	919.974	1091.99	764.235	924.158	912.4	822.026	716.14	661.049	1108.22	979.3	698.921
PPIE	1454.37	578.58	612.65	853.602	922.114	825.913	1230.42	808.813	1251.06	1456.17	878.499	716.626	1420.81	779.612	1287.65	600.37	741.187	790.999	655.861	500.862	927.574	931.05	725.789	727.23	531.262	772.711	654.725	537.078	885.357	608.598	637.447	570.824	771.787	1071.04	952.135	950.775	938.447	549.722	818.578	639.402	654.639	1083.82	642.123	1147.32	767.922	645.793	820.808	964.848	498.884	673.169	878.755	932.71	535.515	833.333	1194.32	578.156	654.003	1071.91	915.174	779.433	891	860.811	847.458	571.856	859.072	665.896	691.975	521.858	739.749	439.099	582.483	567.275	747.751	791.493	795.753	636.134	645.535	1249.4
TAB1	520.605	596.678	476.374	1009.34	533.49	275.287	693.013	567.57	718.478	885.539	327.245	650.673	581.725	737.357	618.718	407.373	1295.6	564.02	490.665	515.784	868.6	675.367	665.038	418.361	943.733	763.667	346.978	544.212	281.771	628.858	764.803	1186.55	709.986	1099.87	585.576	1034.13	514.336	1245.02	619.884	666.627	673.004	802.476	593.377	823.837	539.306	547.71	733.968	705.812	1157.21	631.481	687.821	597.252	695.335	887.903	742.68	757.655	689.817	804.966	1029.44	1265.95	643.553	494.996	451.068	660.302	338.754	670.717	542.888	412.771	672.075	371.865	725.255	500.507	789.858999999999	540.485	496.321	774.722	528.864	1178.1
ZBTB18	489.433	512.146	248.26	675.445	131.331	202.567	165.354	207.388	244.715	194.72	317.43	293.689	214.932	393.474	303.641	371.878	226.238	394.356	458.069	390.948	348.785	413.263	283.866	274.178	222.345	253.464	436.656	409.39	417.707	260.188	411.083	182.347	322.13	177.931	284.605	496.397	167.203	351.338	362.845	316.623	356.139	178.227	257.148	209.41	209.531	480.88	252.352	104.849	362.723	309.984	402.512	246.729	590.583	682.796	373.558	403.777	223.881	135.685	293.372	369.924	387.613	717.846	533.898	459.997	243.134	601.156	437.29	163.522	476.987	873.453999999999	404.762	276.511	380.524	271.382	334.791	332.897	491.731	436.247
DDX17	7744.96	7601.26	5423.2	7439.97	3654.92	4582.43	4956.49	4616.25	5527.48	7353.9	4376.59	6321	3909.5	5568.1	4477.76	2774.28	9906.74000000001	7277.65	3926.24	5624.57	7417.9	4187.09	4727.78	4224.88	7377.36	7258.08	5734.68	6351.47	4409.28	4995.07	7929.47	7209.83	6418.58	5622.11	6583.44	7900.9	4672.49	7763.76	5213.35	5039.58	7674.32	5000.96	5627.36	9329.73	5774	5408.22	6355.28	7254.55	8794.64	7695.69	8145.28	6968.22	7262.57	5284.95	5330.08	6120.06	5645.18	5997.29	7114.13	13338.6	5831.32	7725.65	7823.73	10017.6	4061.23	6508.67	7265.74	7026.13	9350.63	6724.04	7035.71	7986.32	7204.93	5522.88	4340.41	7749.11	7012.13	4941.46
SLU7	758.886	869.682	1554.14	395.043	1458.62	814.28	1030.25	1518.01	1220.93	1166.54	1592.88	1473.91	838.235	1500.92	1706.3	1201.67	1451.58	1171.62	1483.2	1109.91	1035.56	887.571	1496.96	1351.17	1052.9	1320.38	1595.53	2260.64	1130.53	986.565	1961.38	1140.59	1325.78	985.532	1547.22	2149.75	1428.57	1356.39	1756.17	1082.23	1578.26	964.355	1498.04	1036.64	1314.97	996.176	1101.49	920.606000000001	827.009	1492.46	1624.8	1244.86	2401.04	1322.58	1149.96	1781.56	969.471	919.946	1068.32	992.379	2129.32	1854.01	1486.44	1056.98	1691.13	1008.09	1452.67	1586.29	1928.87	1914.96	1156.46	2534.78	1084.08	1875.64	1521.55	1031.84	2278.94	1384.52
GNB5	354.467	323.715	352.54	420.604	16.2068	291.215	589.722	323.661	173.89	1104.6	680.662	296.723	186.086	406.217	47.2928	383.904	689.424	1075.51	870.096	505.172	1140.3	199.824	343.187	252.113	409.915	377.117	235.202	687.582	1076.7	361.845	491.688	615.222	568.903	225.437	351.876	401.712	625.632	238.263	210.45	117.854	195.876	170.52	719.118	246.047	1069.8	275.813	289.541	365.454	204.241	374.534	487.712	200	608.539	494.624	582.076	529.665	590.909	122.117	599.66	547.378	296.846	305.562	364.407	323.015	1248.09	164.162	1351.27	401.531	598.326	398.442	507.653	580.388	381.306	534.443	105.559	1140.02	353.363	769.046
EHMT2	1078.77	1740.97	902.977	1297.44	1155.72	1219.01	1181.93	826.152	1245.77	2048.35	846.692	449.029	1527.15	504.296	932.42	872.340000000001	729.585	870.328	1041.58	1234.91	1382.72	2302.15	586.842	792.019	1338.51	761.814	704.05	941.202	826.982	533.363	891.352	1219.34	809.879	1138.41	570.505	806.226	1204.41	1631.5	476.052	1598.94	1096.06	884.393	506.821	1908.99	865.668	1989.01	927.947	1328.48	1834.82	727.789	968.87	910.28	905.028	784.946	799.468	554.843	1216.42	1411.13	646.403	1648.5	577.483	1015.86	1038.98	995.962	1260.09	1188.44	831.331	771.769	715.481	428.934	517.007	518.814	691.826	710.587	935.041	1126.41	1680.82	1755.01
MORF4L1	5319.88	5865.12	2515.18	2371.8	6055.77	3140.79	6060.09	4338.83	6145.35	4061.49	5319.97	3587.99	6393.1	3358.63	5313.45	3320.07	3083.89	4460.72	6713.65	5003.88	5728.5	5007.03	4769.98	3433.33	2687.38	3489.28	2568.54	5871.43	4841.25	6203.31	4192.11	4770.61	3217.16	4893.11	2949.55	4581.31	6458.43	5505.81	2869.38	3339.93	4044.05	4996.15	4476.92	5655.23	6756.31	1955.54	4839.85	6676.36	2481.03	4195.07	3806.66	1564.49	4318.83	2500	3434.78	6939.74	4028.49	2609.23	6040.27	4781.25	3281.51	2930.28	2798.31	4350.53	4673.57	4094.8	5318.12	3377.97	3702.93	2076.23	3078.23	4053.59	3546.73	3449.38	2741.41	4442.82	3234.84	7524.46
SF3A3	1134.97	1045.63	1182.05	871.417999999999	1259.1	1343.36	1491.09	1041.7	1651.69	2698.45	1215.65	735.437	1629.52	999.71	1724.57	855.689	1274.43	1093.06	1123.8	874.569	1605.71	1808.52	977.804	1033.33	863.485	998.697	988.577	963.581	966.434	1068.07	1438.79	796.512	1315.02	1210.11	978.008	1370.42	1020.67	935.891	914.369	1054.09	990.159	1716.76	1058.49	1711.15	1179.42	683.556	1091.75	2052.73	589.286	1124.31	1466.96	831.776	1341.58	1139.78	1306.12	953.957	1245.59	1146.54	1316.18	795.814	1223.97	995.218	1076.27	355.914	1045.17	845.087	974.051	1303.32	1460.25	735.896999999999	879.252	1153.36	778.256	1304.21	1005.62	1394.4	890.849	2020.05
SF3B2	4648.9	3796.4	3186.49	1394.27	5626.01	3988.37	6140.9	3421.22	4139.53	5277.49	2819.34	2658.98	4242.08	2536.92	3154.1	2402.41	3462.74	3287.57	3449.38	4903.02	5616.2	4544.58	3468.1	3596.71	3002.59	3419.16	3856.18	2370.78	4203.66	4107.48	3629.89	4917.02	4129.72	4316.99	3076.33	3817.67	5152.04	2729.93	2156.75	3468.78	2652.3	5306.36	2996.82	6714.62	4158.77	2610.42	3350.53	5989.09	2841.52	3876.57	3647.73	3031.78	3468.48	2306.45	3638.86	2818.04	3516.28	5289.01	6642.39	3984.07	3093.03	2649.89	2644.07	4070.58	4096.05	2079.77	2415.18	3351.97	3568.2	1767.24	1869.05	2592.36	2705.12	2914.93	4025.61	3748.06	3706.17	4305.13
CPSF6	1583.09	1858.54	1425.57	1303.64	915.966	1549.14	1016.99	1729.48	1443.97	1576.92	1447.84	1572.21	829.186	1171.54	1387.61	1157.26	1593.04	1350.11	1159.03	2319.4	916.236	1465.52	1227.03	1379.34	1240.1	1723.08	1417.96	1341.38	1139.61	1875.5	1426.03	1076.64	1210.68	995.034	1116.43	1392.83	1310.98	1399.8	1017.42	1514.95	1642.46	1124.28	1286.49	1406.48	1340.35	3494.74	1696.07	2144.24	716.518	973.932	1646.1	1476.64	1767.36	612.903	888.199	1806.74	1674.36	962.008	1167.95	1683.09	1239.71	1942.61	1513.56	1208.91	1487.62	1324.86	1541.09	1175.5	1792.47	1752.33	1405.61	1482.33	1639.81	1203.88	1504.68	1124.66	1595.37	1108.26
TBC1D8	520.173	271.373	548.067	778.466	851.698	400.321	874.845	85.335	4213	550.295	802.799	558.859	2057.13	423.979	379.417	508.788	571.174	433.257	2560.49	427.586	1389.2	2125.16	332.039	281.69	149.094	602.156	641.745	682.317	847.089	342.588	199.496	986.258	276.584	108.832	415.265	401.712	52.825	166.583	268.505	614.336	1868.79	2728.32	304.99	119.938	2093.16	284.895	238.185	81.8182	614.955	1819.47	477.335	568.224	128.492	338.71	435.67	233.594	173.677	55.6309	488.339	786.259	942.866	622.703	462.712	2443.55	5470.81	727.168	381.067	636.896	281.171	285.279	2209.18	210.376	531.873	534.905	1475.33	1613.89	421.72	310.746
FAM107A	421.71	1041.2	234.039	660.728	2155.51	174.89	234.148	383.838	948.203	9.3572	1194.66	191.141	1373.3	205.425	405.213	378.353	193.217	360.031	178.53	750.431	289.395	1350.02	128.994	166.667	96.1894	150.657	520.768	250.11	554.565	536.946	205.542	1337.21	515.077	1006.26	228.978	892.507	941.203	808.178	129.173	709.323	68.4161	575.144	134.554	222.137	1075.74	4807.84	167.792	455.758	219.866	463.912	237.575	437.383	215.882	462.366	266.193	555.776	364.993	4668.93	4538.35	231.145	358.901	404.228	171.186	59.2194	416.629	344.509	103.316	300.597	553.975	81.3146	48.4694	35.3478	164.646	217.291	173.642	314.054	224.366	761.828
BAZ2A	2118.96	5505.91	3047.82	4454.77	1789.07	2831.28	1910.78	2880.5	3101.71	1496.79	2993.87	2108.34	1405.68	2307.42	2441.03	1611.06	2147.93	2575.19	2335.19	2604.16	1517.32	1594.37	1233.32	3121.29	2478.16	3777.2	4529.3	3453.4	2719.09	5755.35	3769.77	1958.02	2261.28	1987.77	2496.74	4026.73	3582.64	1835.43	2047.85	6454.53	1506.52	3431.26	2621.69	1859.63	2474.44	4570.25	2449.02	2182.88	1242.13	2647.14	2435.96	2842.28	2890.83	2419.68	1701.11	3084.61	1505.36	2464.99	2081.93	1636.92	2841.05	3461.31	3686.1	2221.26	3439.78	2484.08	5085.17	3553.59	4067.47	3491.42	3304.31	3978.34	3416.07	2963.68	2854.47	2850.85	3578.67	2860.11
POLI	777.137	332.17	487.632	900.077	138.038	211.392	263.572	417.496	450.846	166.202	197.201	307.646	200.226	489.623	205.831	364.477	323.516	360.793	213.296	239.655	362.823	153.711	274.311	293.427	272.29	158.711	239.356	535.761	246.473	414.689	502.435	350.423	312.193	237.53	309.185	395.549	265.503	457.345	436.865	470.976	553.421	256.262	346.103	320.478	527.609	497.61	435.639	343.03	842.634	291.541	502.458	611.215	498.803	306.452	214.729	497.494	319.539	789.688	249.705	292.572	245.442	534.105	342.373	412.143	329.581	406.936	450.745	317.787	519.665	371.337	543.367	392.246	471.255	226.537	473.454	437.931	267.365	214.114
DDX42	2523.54	2601.8	2518.15	2295.89	2057.15	1645.01	2484.46	2168.73	1669.66	2476.11	1741.09	3149.27	1772.06	2143.84	2165.79	2316.37	1903.17	1255.53	1697.44	2203.45	2278.44	2639.88	3322.78	2229.11	2214.21	2049.03	1672.38	2291.79	2185.83	2250.78	2270.36	2826.11	1686.83	1721.44	1423.03	1692.01	1721.18	5117.62	1828.74	1861.48	1740.39	3501.93	3070.83	2606.25	1836.1	2614.72	2275.15	1975.76	2397.32	1828.69	2055.16	1704.67	2916.6	1413.98	1485.36	2547.62	2094.3	1446.4	1223.92	1374.59	2281.22	2297	2086.44	2790.49	1416.18	1953.76	2532.44	2489.41	1707.11	1780.11	3335.88	2802.74	1629.64	2035.6	1718.3	2424.15	2283.9	1486.77
U2AF2	1971.66	3334.18	4571.17	6732.77	2200.78	2657.84	3744.3	5935.71	5244.19	3850.73	5799.62	4332.52	2366.52	4650.26	4867.93	3579.09	5111.11	5403.51	2368.8	3965.52	2534.36	4830.04	5557.88	4286.85	3162.04	2686.72	3308.41	3683.63	5626.72	2795.34	2462.47	3202.96	2943.89	2892.68	4362.23	3874.25	3796.97	3497.73	3838.9	4374.67	5728.68	2286.13	3745.84	3413.04	4668.02	3721.32	4771.67	4891.52	2554.69	4087.25	2468.05	2912.15	4102.95	5661.29	2162.38	3615.34	4866.35	4378.56	2871.61	3759.3	2966.14	3454.32	4286.44	2887.99	5057.18	3000	4217.2	4496.18	3377.41	3837.37	5241.5	3472.06	3804.85	3561.72	6141.79	1967.02	5228.78	4089.41
FOXJ3	991.354999999999	1565.83	959.265	758.327	671.187	789.41	1035.23	1091	1104.65	1153.17	814.249	822.816	636.312	864.948	1230.15	614.246	797.858	710.145	925.065	695.259	992.364	1002.63	836.071	992.958	737.699	916.736000000001	1049.33	880.649	878.871	791.312	1227.88	471.987	845.487	739.365	1100.91	968.143	610.014	616.86	738.752	748.901	878.163	838.15	917.959	902.43	904.55	797.323	1129.83	997.576	409.598	1043.45	864.555	611.215	1322.03	505.376	679.681	852.78	598.372	747.625	1129.82	607.439	928.974	1263.53	1072.88	1278.9	851.268	602.312	1122.06	1067.52	1003.35	807.725	659.014	1108.32	906.14	887.656	1039.97	960.307	1158.77	1615.08
EXOSC7	1256	1049.25	928.455	917.119	1948.17	761.733	738.5	916.587	816.596	451.821	1650.76	1302.79	1217.76	912.057	1416.63	1408.88	717.983	1025.93	746.065	852.586	1195.37	1130.87	1328.56	1517.37	1554.2	888.31	1288.68	766.125	1350.41	680.699	1003.53	1993.13	1295.97	1468.37	1034.93	911.556	1149.75	1830.39	1290.28	1267.81	827.085	1216.76	1033.83	1606.63	817.065	2525.81	962.921999999999	782.424	1848.21	817.166	1322.77	1241.12	976.856	1048.39	1615.79	494.696	2041.38	2016.28	976.678	3073.6	978.987999999999	667.506	1379.66	957.080999999999	851.869	1106.36	950.505	623.233	1337.24	625.445	1195.58	647.092	845.131	927.416	935.665	905.871	992.282	533.681
MAST3	276.657	190.042	362.02	1092.95	549.915	338.548	350.187	669.761	320.825	281.163	402.672	453.277	199.095	423.593	492.275	344.126	393.574	425.629	371.153	314.655	380.1	101.888	392.953	286.854	373.659	250.148	525.961	358.052	401.492	130.766	132.326	600.951	161.479	203.844	358.344	243.156	480.018	327.108	386.067	347.845	236.645	292.871	354.326	600.848	316.457	416.826	389.596	361.818	204.241	246.143	298.744	274.766	537.111	365.591	399.29	338.501	573.27	1674.36	67.039	234.786	264.429	1058.65	757.627	245.252	638.151	543.353	486.305	446.929	215.9	555.65	551.02	580.388	441.142	359.223	847.595	2003.66	523.153	353.248
GPATCH8	871.758	1492.55	1080.14	925.639	833.814	468.111	941.567000000001	988.663	1093.55	818.091	858.779	1060.68	562.783	826.335	801.29	1148.01	737.171	681.922	1108.76	1387.5	894.1	539.745	936.001	1141.78	645.949	866.99	1124.09	1316.81	1214.85	1178.24	1282.28	843.023	764.334	754.913	851.229	1179.36	804.777	1209.49	761.974	819.261	1389.41	369.942	763.222	1192.06	966.113	828.393999999999	608.744	922.424	564.732	1297.39	937.739	633.645	1433.36	500	517.303	1117.15	848.033	413.84	671.005	564.668	679.827	822.552	1167.8	1677.28	916.104	1086.71	1179.24	1211.2	866.946	1048.96	1508.5	1099.77	1845.91	977.346	1193.63	1991.45	1083.24	1515.24
KDM6B	1064.84	1112.47	648.793	1542.99	297.312	406.338	869.043	1386.1	931.29	299.432	751.272	688.107	292.421	734.82	638.452	882.516	624.721	649.886	586.328	473.276	850.907	597.277	572.907	680.751000000001	979.652	695.487	789.72	967.53	1587.16	1002.24	713.35	1483.62	687.321	737.638	724.45	727.228	608.176	765.27	959.361	733.069	615.277	447.014	520.277	1132.28	609.154	521.033	1457.44	504.242	789.062	734.882	551.065	927.103	780.128	1102.15	518.19	815.013	547.49	1364.99	442.826	894.551	676.122	788.321	1305.08	389.412	506.078	1028.9	1102.35	954.243	739.749	573.946	1217.69	779.932	1107.16	650.485	901.312	1150.48	849.504	801.925
SMC5	529.779	506.106	437.861	528.273	320.784	424.388	517.613	444.694	797.569	754.372	285.623	661.408	377.262	662.612	917.372	384.829	1527.44	332.571	341.085	422.845	481.065	411.067	641.385	550.235	361.08	496.506	427.83	677.49	408.627	502.463	740.89	930.233	546.544	403.369	283.312	505.362	285.255	454.316	387.518	773.527	1092.31	375.723	366.287	355.958	422.303	346.558	763.254	1042.42	237.723	313.531	383.397	401.869	489.226	274.193	309.672	797.296	259.159	329.715	465.583	304.402	308.423	934.81	333.898	341.558	258.742	416.185	429.601	426.214	467.782	533.288	852.041	606.614	749.707	403.144	488.445	634.738	606.946	789.094
TBC1D12	282.421	276.607	239.372	372.579	154.803	486.161	276.419	298.503	218.287	201.404	286.26	294.903	85.9729	269.91	166.6	259.945	173.583	308.162	151.75	311.638	232.164	245.059	164.029	226.761	192.379	135.023	214.953	404.125	395.006	168.831	186.734	174.419	168.932	244.44	200.518	109.812	93.2476	149.419	352.685	206.244	236.645	132.948	186.881	64.0185	204.131	206.979	412.175	182.424	139.509	159.603	229.383	211.215	256.983	220.43	141.083	431.286	226.594	149.254	187.586	243.886	160.695	245.658	245.763	248.243	226.325	227.746	366.651	200.105	164.017	352.363	272.109	328.392	415.33	261.211	242.973	204.833	250.827	420.209
SIK2	369.356	605.959	537.402	180.48	504.089	934.216	392.457	179.85	482.03	975.381	618.957	346.481	524.321	316.247	199.919	222.017	275.77	405.034	324.642	1180.6	673.274	491.875	227.73	421.596	621.532	321.213	381.62	425.187	603.211	908.643	558.858	569.239	255.882	519.974	283.312	369.217	1080.39	135.285	271.408	499.12	412.84	240.848	479.91	834.169	483.867	641.491	361.704	620	262.277	771.059	295.467	207.477	1100.16	155.914	206.744	310.992	141.791	1729.99	536.312	480.491	247.294	296.501	230.508	632.87	403.422	137.572	845.266999999999	316.024	304.603	350.33	182.823	527.366	486.899	478.04	334.166	1157.11	501.654	634.322
KATNIP	410.183	479.533	759.591	939.582	274.399	340.152	417.323	471.893	525.37	249.527	496.819	427.185	180.995	708.949	621.255	317.299	518.965	555.301	308.198	207.759	314.231	208.169	461.431	860.094	393.637	816.298	545.171	544.976	640.182	450.067	973.971	400.634	616.933	295.401	522.639	756.362	303.17	408.884	531.205	273.967	520.619	286.127	547.187	316.236	751.181	326.96	417.93	230.303	341.518	533.428	622.611	560.748	494.413	758.064	519.965	710.106	305.292	533.243	333.965	409.055	334.356	268.815	237.288	363.093	433.438	391.908	279.193	744.882	745.607	552.262	436.224	423.603	760.266	472.954	1121.17	449.097	628.445	557.338
